filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_117075_ch_380_strand.fast5	fff57c31-cdda-436f-95db-a737f60773d9	13797ccf3e2df77597eb86d8e23088d7f34ba047	380	80829.546875	1.37875	1103	False	80829.601562	1057	1.32125	556	5.194363	-0.002967	92.317963	9.698775999999999
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_140298_ch_217_strand.fast5	fff57834-2683-441c-af4a-9ace7968d689	13797ccf3e2df77597eb86d8e23088d7f34ba047	217	115764.24218800002	2.6765	2141	True	115764.3125	2085	2.6065	889	10.550067	-0.002457	91.77914399999999	9.698775999999999
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_14658_ch_495_strand.fast5	fff577c1-323c-4180-8ec0-21edafb1d642	13797ccf3e2df77597eb86d8e23088d7f34ba047	495	8299.061523	1.5525	1242	False	8299.21582	1119	1.39875	502	5.887967	-0.001816	89.623856	9.698775999999999
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_15064_ch_387_strand.fast5	fff576f7-b60e-42f5-bca2-85f6c794238c	13797ccf3e2df77597eb86d8e23088d7f34ba047	387	9227.956055	1.07325	858	True	9228.006836	817	1.022	428	9.954481	-0.000429	91.240318	10.596809
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_89429_ch_162_strand.fast5	fff54403-830c-4b86-96e2-a7253d006444	13797ccf3e2df77597eb86d8e23088d7f34ba047	162	62308.57421900001	1.52	1216	True	62308.61328099999	1187	1.48375	507	10.868003	-0.001928	93.036392	9.698769
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_4998_ch_470_strand.fast5	fff53d23-f267-4829-9e8b-a40a3093b755	13797ccf3e2df77597eb86d8e23088d7f34ba047	470	3400.9235840000006	5.30925	4247	True	3401.1735840000006	4047	5.05925	1882	10.999441000000001	-0.0018899999999999998	86.92975600000001	10.057991000000001
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_53610_ch_341_strand.fast5	fff53a06-42c0-43d2-b319-2f6d0192e096	13797ccf3e2df77597eb86d8e23088d7f34ba047	341	30043.4375	1.483	1186	True	30043.460938	1168	1.4605	543	10.434936	-0.0026739999999999997	95.550888	10.237594999999999
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_27464_ch_254_strand.fast5	fff524cc-9387-44fa-959c-f54b0216399b	13797ccf3e2df77597eb86d8e23088d7f34ba047	254	16916.421875	5.01475	4011	True	16916.470703	3973	4.96725	1906	10.080914	-0.001075	88.725822	9.87838
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_34701_ch_180_strand.fast5	fff4ee92-326a-4ec8-b871-716291000c0b	13797ccf3e2df77597eb86d8e23088d7f34ba047	180	23699.984375	1.99425	1595	True	23700.083984	1514	1.893	783	10.274693	-0.0018559999999999998	89.893265	10.686607
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_30539_ch_312_strand.fast5	fff4e03d-4112-40ee-8b60-7e7018d78567	13797ccf3e2df77597eb86d8e23088d7f34ba047	312	14898.553711000002	1.42875	1143	True	14898.724609	1006	1.2575	471	9.296005000000001	-0.002999	92.85678100000001	10.237594999999999
